"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","index","actual","forecast_vals"
3.5082200147888,6.38871313133079,6.73999137628486,6.35451354659432,5.27200077371135,6.61589459736937,7.60913672022562,6.98517775186129,5.62694463320094,6.44682976169488,32,5.404,6.5044731119815
5.67410712090275,6.62653950522988,7.79413843071735,5.82575279678585,5.21688709201527,5.87208235713882,7.22016371742742,7.30678545792211,5.51075178741575,5.62816222155988,33,6.816,6.10793532598561
6.82900312358803,5.91855475617294,7.06009306442797,5.49614580809608,4.63983851168962,4.90394655046154,6.20238868779179,5.78971762346641,5.1084999484492,3.36181793257974,34,6.11599999999999,5.4914146075101
5.75392673327146,4.08647263558577,6.4487085524527,3.64578242291726,3.56722786944661,3.47067258610194,4.24536792184625,4.70003979845165,4.96049283908564,3.34767858365037,35,5.392,4.49730560166006
6.83220589179804,4.83197455554378,5.60733370470273,3.21215235066614,3.11383111556572,4.27260305272261,3.15322208137366,3.51749899695362,3.99132027800654,2.73790977402725,36,4.676,4.04433090296938
3.05701460781298,4.88578985780883,4.43824365062901,3.98701640778671,2.96148003768508,4.93396472171094,1.63757141216723,3.0819073687429,3.1270865483955,4.02811188199092,37,3.748,3.80993316978663
4.94600779849623,3.40463855183507,3.71455978393093,3.02040434394056,4.36493322707127,4.20059773704953,2.50022240962158,3.36088546725758,4.87716684390757,5.10758642505683,38,3.36,3.83673565663883
4.84374636404011,3.17345026058614,3.7461132208003,3.93962261788042,5.10937259666457,3.41634077425417,1.90497436674151,2.94333795496572,3.82894514893629,3.64190853454508,39,3.252,3.8783971644868
5.93436422813088,2.45513068109634,3.1885714023939,4.65580056104085,4.1255505025671,2.81750529543625,2.42030737593859,3.12372521288169,3.90448614804042,2.96182464054654,40,3.272,3.76438834585339
3.99670870804506,4.14858271984207,4.28730199678941,3.93239715340835,3.23521599229874,4.09817522798024,1.22780678180885,2.86441960658239,3.48529803955893,4.02947768376628,41,3.416,3.94378089201958
5.18579069992258,4.69109460021305,4.81871333922083,3.6005069073237,4.31809407964913,3.74209724296046,2.88012185060289,3.91137627888474,3.05053791540825,4.37971438521687,42,3.332,4.46796321052772
4.85955538260638,5.79728608218649,7.0967753245313,5.42267479063556,7.10995394039063,4.55865632341525,4.21680973954786,3.92838322640971,5.2688116323514,5.21795047670802,43,4.68931949134171,5.54861307010645
5.80396666109571,6.30406585102803,7.98758110922514,5.39493782528089,7.90229458790754,5.28866626087656,6.17575814666954,5.02407810484989,6.05819875684689,7.45202052028452,44,5.32793060407788,6.39663729544155
5.95678528524601,5.04669898697544,7.95918016354529,7.5704477431517,7.74767115622065,4.99842005708777,6.55680819811137,5.6098066740654,8.19277636061487,6.53058961245279,45,8.95058028974011,6.44441640408496
7.93112939492321,6.09194803274684,6.53836419072594,7.67070204715492,5.42543634736785,4.04090863175536,5.96185890161074,6.16293402368944,7.25533971091278,4.77471940962746,46,5.547600122042,5.9478688374945
7.77716743357323,4.76070683267159,6.63010226929578,6.25606559388231,4.00656372864009,4.14724580470131,4.88906547987042,4.50837794246187,6.21598538838094,4.92478438603421,47,4.80057848725282,5.0031822563971
6.49453086554203,3.47107093745452,5.130655537065,4.57928165173226,2.56164924769797,4.95130940187579,2.52397194529473,3.23894487143816,4.1922003647185,4.4432988188049,48,3.64,4.18382731644572
4.80931930198449,3.15823466110455,5.5638754107959,3.15144855781031,2.94362280593177,5.0679587253861,2.30893461039543,4.20357122416885,3.94300311262811,3.63439388439726,49,4.32,3.66600758579044
3.26208184724249,1.23308951770201,4.05258171529528,3.15973273819535,3.19223044526991,4.47761713916333,1.90337563641931,3.24130397407389,2.81011483352445,2.33317248995241,50,5.176,3.47143668216714
4.10877067612152,2.68040180504095,5.27034823612046,2.44782722136287,1.99663108810201,2.62405995250426,2.71629696953563,3.44651581885035,3.54213057590164,3.17215439029828,51,5.02,3.32099086047577
