"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","index","actual","forecast_vals"
0.443489811078022,0.151688955804941,0,1.36589194249752,0.866157925851989,0.924742188633489,1.38540217882064,0,2.19565770333205,1.97308799653591,1,2.5e-09,0.250298364530066
1.69306748526848,0,0,3.81585643467306,0.307331113019605,0.845601339706164,3.67077229427597,0,3.269802874793,2.34248766799596,2,2.5e-09,0.532144305460929
1.99747995901783,0,0,4.4633593587575,1.3725832069837,3.37115936872836,6.03010918621564,0.529914892830726,2.40207698819129,1.88166589034466,3,2.5e-09,1.34985218014888
0.877461009126206,0,0.723855095146813,3.68865562144626,0.976072428570906,3.99410947584636,3.74079274286416,2.09623533676259,0.911180070085871,2.77848176061488,4,2.5e-09,0.478943836533904
1.07708722563043,0,2.31798734902977,4.28357229832528,0.164471758242589,4.40048440645712,1.16324999064779,4.14829375593851,1.53590802952309,2.8298535427845,5,2.5e-09,0.144040788043198
2.10817188720462,0,1.22862735739967,3.72577438517468,0,3.6310740462767,0,3.12564559129201,1.55253633933716,0,6,2.5e-09,0
1.87864399867107,0,0,4.60946317606473,0.0846643834864329,1.82793272943008,0,2.13265336312603,0.335868222705835,0,7,2.5e-09,0
1.13890715268722,0,0,1.62560973293055,2.14389668264982,2.14634592297163,0,1.90533752512443,0,0,8,2.5e-09,0
2.93148731444398,0,0,0.621951086125621,2.80898480955438,4.05924535323716,0,3.0157134636729,0,0.756310858965221,9,2.5e-09,0
4.52199607191118,0,0,1.43047831468977,6.60234126090646,6.05845651314375,0.352160923843637,3.3143537233463,0.206424799247976,3.43939613499907,10,2.5e-09,1.77920470998297
6.11480763873303,5.12827558371274,1.98204191484618,5.92437605819519,9.20201847507867,8.43359590836471,2.41360618721689,5.86828051733773,2.33531603911113,4.32054889918338,11,5.651921,5.45833054709557
12.6862588886471,12.2377357821102,10.4524792266017,11.0451258906418,13.4824278910273,10.7901405607026,5.21663295220847,10.7935707131841,5.15423687445991,8.76221639149717,12,9.38598,10.3876797180294
17.9186339674212,17.4793620111068,17.8151600282279,15.6705829915593,15.5172171705615,12.9861551982423,8.53200924018461,12.7177566160848,10.604142635099,13.3813919870096,13,11.6605,14.5831029324356
17.8526934915644,21.0281952919346,20.2072984300918,18.3909442116829,19.283221630905,15.9856725334792,13.4151663879877,15.104040634777,13.5632312356269,19.98347282551,14,14.42135,18.0562118296093
17.7885815762761,24.1229055658735,22.3631071959575,20.4322981203456,21.0180702502791,16.5163543307751,16.6061003150657,16.2121696286045,15.3988362212593,24.4278217307426,15,20.18338,20.1441228786789
17.203603206331,25.1826404101317,22.9248959648314,19.0290000318803,19.6922086940735,17.0128936405598,18.8468104372056,18.3396549760613,16.5878538626721,22.5551845600158,16,20.46734,20.1293462045097
17.4667322610546,22.5658881613357,20.8418235088416,16.7480989547748,17.8040881226835,15.9116333182911,18.2620533320065,17.9255504838852,16.0493047184391,20.3446546348813,17,16.92436,18.7484411547391
15.3639357173795,15.9802760121354,18.3782916154914,12.8193445527872,16.3043858618104,12.6224839511087,15.6087301251263,15.3255973733245,14.8632591291483,14.7178086225118,18,14.46401,15.9705863103862
9.76984745754379,13.5254491215708,14.2230711699509,8.8765626906298,13.0598097536953,8.62534120780158,14.8698989116387,13.2512462536746,12.0479235177223,12.3453868439721,19,12.36912,12.3711179852464
4.90976961044402,12.0280392957201,11.372722061537,3.07957721116238,7.82963591165031,2.73547509922209,11.855647849031,10.0531074327201,8.33697769990754,8.67807219247336,20,8.169871,8.11534745343671
5.12711699337293,5.0443666852455,6.75408566454915,0,2.18151511521643,0,7.65670432926828,5.80786764305883,5.13814677632059,2.40776032948683,21,3.106313,4.31590840220542
0.851805574978483,0,3.76229631984074,0,0,0,6.10620559621207,2.38012290714448,3.22083034969815,0.651390207353068,22,2.5e-09,1.43751926713045
0,0,2.13179571382362,0,0.949839953321419,0,7.14931170099956,0.695682690486384,2.76664817801588,0.114136915432608,23,2.5e-09,0.157087856681492
0.301881444340611,0,1.83643264167346,0,0,0,8.32687071794827,2.18694640303095,4.12311178391816,0,24,2.5e-09,0.165462506606393
3.47012514359445,0,2.96863604006436,0,0,0.516066315001224,6.78880873635861,5.15029414712072,5.59512743779253,0.989388140658916,25,2.5e-09,0.912846908317303
4.32793579145174,0,4.30939326711546,0.811068227441283,0,2.528754597913,5.93546982171151,7.89968140970785,7.63073968333273,2.02009758917274,26,2.5e-09,1.66166816099232
1.70075694966006,0,2.44747546699963,0.465792408753484,0,7.87908583317239,6.37777570588746,8.86624970521114,4.63511742544434,2.76220120425544,27,2.5e-09,1.73620764525518
2.50876655213177,0,0.708915903408221,3.76385818790298,0,11.0146956055512,5.05920262533604,6.32027788185183,4.96053032283575,1.59529412379505,28,2.5e-09,1.4319741891568
2.19982574423199,0,0,5.10955357008681,0,13.1585030307872,2.45386249479984,6.32853799650149,5.80624542476435,0,29,2.5e-09,0.768116904065219
0,0,0,4.73125438283846,0,11.7541982820008,1.0041529622635,4.94608932519232,7.50336948042655,0,30,2.5e-09,0
0,0,0,4.0495844112653,2.22537495772541,9.01886051015172,0,4.86899253369434,5.73098345707981,0,31,2.5e-09,0
0,1.94727992675965,0,4.7802778095898,2.8630723969103,8.19776047720368,0,3.42519199870822,2.3363040423498,0,32,2.5e-09,0
0,5.95146555524924,0,6.39059851926014,0.748913577649918,5.85885708596751,0,0.460079073914567,1.07839954224126,0,33,2.5e-09,0
1.67502299862346,11.5791311870441,0,7.0589730224602,2.99292142069952,5.2093585374312,0,0,1.84440865802614,0,34,2.5e-09,1.86762581608416
