"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","index","actual","forecast_vals"
2.11071326017924,0.308857156946478,1.06920452996898,0,2.04186229640163,0,0.322618630338637,0.0492768805459285,0.0326407124478658,0,0.767720724556966,0.720093830941637,1.7773982536207,0,0.667630306860158,0,0.933353686236403,0.752853363170232,0,0.378304178817319,0,0,0.905269901427529,0,0,1.1137789461577,0,0,0,3.7297724108673,2.53139935858288,0,1.53003758029644,0,0.675204461124943,0,0,1.12456639072948,0.258202181424918,0,0.150708075691019,0.593601009685268,2.63892136975633,0,0,0,0,0.469059426105091,0,0.987767157744818,0.693269368341536,0.9435919735984,0.633862152585491,0,0,0,0,0.582796278599872,0,0,0,2.0823428325744,0,0.115515060266147,0,0.0316698882104554,3.60796887669321,0.710243788758462,0,1.17871929304361,0,0,0,0.70924735534128,0,0,0,0,0.37973398447631,1.73559619681273,0.82431971773107,0,2.05867787521953,1.80223110718621,0,0,0,0,0,0,0.76168508034864,0,0.620657272871452,0,0.552248790901307,1.25939815195548,0,0.223054320539009,0.0636245445012591,0.159414043835882,1,2.5e-09,0.250298364530066
1.5101422477174,2.32279316851697,0.0469626771570866,0,2.86829118256219,1.15580966154093,2.06335416680018,0.570134898428473,0.372427002858423,0,1.18741648119529,1.09079694833679,1.40103487892468,0,2.30385297754914,0,1.79570185313397,0.201647158991933,1.98888400070133,0.1542291562683,0.945532180424002,0,3.41637380126984,0,0,2.28187028100119,0,0,1.02221294717529,3.63799108191313,4.12483975697158,0,1.98994081675171,0,0.610278837380411,0,0,0,0.411447038357983,0.761694895179654,0,1.66029589121537,2.67036821420474,0,0.129912025478259,0,0.893108270413774,2.03928168939884,0,1.34560625412734,1.87609827706208,0.613117043087534,2.21914941235899,1.11799605049579,0,0,0,0,0,0,0,2.51136833336603,0,0.18179076106763,0.116778094391458,0,3.85988880749322,1.62124459994856,0,0.937820082152762,0,1.84094157534786,1.12000200364389,0.83108940955014,0,0,0,3.0997401332384,0,3.40979050255233,2.30053156865003,0,2.84377644618029,2.12952857659507,0,0,0,0,1.0797414796124,0,3.92775764941714,0,0,0,1.97609047311366,1.89656016216497,0.453320289006726,0.138503070240547,0.770971733979951,1.50736396297853,2,2.5e-09,0.532144305460929
3.96426474244183,3.43041233227189,0.303271271677258,0,3.50606754803372,2.54916761875415,3.14829449268792,2.58970447191583,0.648801241311997,0.285274063226965,1.38114377801374,2.63420180198891,4.02068915552371,2.80522627034135,3.50123110821148,0.733649599467143,2.39749065925604,0.909431457918915,5.46048569540302,2.41327595028602,2.58915331326244,0,7.6280164485077,0,0,1.70607335980458,0.603864870727347,0.423331202812453,0,3.06163005566505,5.94330077439553,0,4.02783099314244,0,0.809142866249974,0,0.782252540104313,0,1.01743829734707,0.971823667380478,0.517649038622864,3.19036879466435,2.3844042226007,0,0.302793536805965,0,2.52685773720619,3.4202331406466,0,0,2.57423360220865,1.05261835749918,5.93795644270147,2.55278105042954,1.61832983234046,0,0.369652627738787,0,1.67538995514872,0.0948117136262825,0,1.52532161609669,0,1.05508690196723,1.5411376186128,0,4.89535729240123,3.8602205253629,0,1.67447266677865,0.375086432232359,2.00838938138685,2.18614964010573,2.45494646881442,0.186678010240391,0,1.06769014467394,6.03896329187781,0,3.3160922597292,2.44438874520024,0,2.30561125618049,3.16952113702177,1.25331390193797,0,0.175796686438972,0,1.27677490539802,0,5.11206184542914,0,1.49401690352092,0,2.26698510732527,2.13746786971257,0,0,1.5776857571952,1.59051651468134,3,2.5e-09,1.34985218014888
5.31760189828786,2.34372490803217,0,0,0.308460298553003,2.26583009516306,0.709872175655351,3.25682418366257,0,0,0,0.507716601679468,1.42082978589787,3.6517286494607,0.531714432531569,0,1.28269426634986,0.429984313204456,4.31022829525284,1.43474259195409,1.24891133951725,0,6.24445245146779,0,0,0.39474694888573,0,0.208754293961153,0,0.530688739704172,4.60213886592623,0,3.97164233881712,0,0.47082864304989,0,0.685736203368914,0,2.73069572000952,0,1.27228845213369,2.40176162396605,0,0,0,0,0,4.42149719399263,0,0,1.26029213297169,0.446993849800601,5.70284893720223,1.01406898959782,0.519504379822468,0,0.373187485200971,0,3.14518383136906,0.095371712163101,0,0,0.104621182248888,0.00733877827129081,0.669279966564537,0.573173652298062,0.993692334464607,3.30807426430638,0.0450655727636589,2.96933899692721,0,1.65422165557374,0.238771915271505,1.7197613529655,0.0054902153647669,0.0681386229535148,0.0901418605540334,4.74070323395701,0.375913434011239,0,0.478044295438552,0,0,3.38182249243115,2.3853020489822,0,0.0632585575358178,0,2.21127249833351,0,3.25233531661631,1.37510861074805,1.82771471029264,0,4.08404310626306,0.895379435869436,0,0,0,0.970163715546002,4,2.5e-09,0.478943836533904
6.31152774727956,3.0923972263513,0.982313499708709,0,0,1.60183425811279,0.407984113835803,1.20463699467013,0,0,0,0.931933546613316,0,2.7853746537579,0.419209048018512,0,0.537812282318784,1.91632206396765,2.6064637833503,0,0,0,3.80230577298756,0,0,1.93794587060234,0,0.721504883066681,0.820191321423032,1.09117024609806,3.76331956894061,0,3.72019790252518,0,0.668476616076746,0,2.29378900319002,0,3.14257491588328,0,0,1.73089955119406,0.853923645386065,0,0,0,0.733661179280515,4.52630670062463,0,0,2.23210549113968,1.85399878480522,6.00233647033494,0,0,0,0,0,2.13594014468294,0,0,0,0,0.555015058461558,0,1.46805988301808,0.694158119226081,3.80884220687503,1.06046831825798,1.99443152961952,0,0.110381103342722,0.12384929356335,1.00465936078611,1.57415112883176,0,0,4.21557480311332,2.45513319526905,0,0.167472817999165,0,0,1.45299038211211,0.917910606816982,0,1.47867711547518,0,2.31029062905726,0,0,0.740725780299994,2.20781234791283,0,2.88261337628881,1.48992489905998,0,0,0,0,5,2.5e-09,0.144040788043198
3.94915295309264,0.943554436390588,1.00167076088013,0,0,0,0.784228432994396,0,0.236158348010442,0,0,0.0109166249364803,0,1.54697779053447,0,0,0,1.03682683441892,2.71744686962012,0,0,0,2.11816169521071,0,0,2.04776937120953,0,2.36152758772165,2.50728168108617,0.65528281166928,2.71987801821415,0,2.22579028053446,0,0,0,0.590175621918158,0,3.77879708724245,0.0363770182362657,0,0.695194155831643,2.32568995220711,0,0,0,1.52994964095561,3.23235346946864,0,0,1.46738679393146,1.74874673275813,5.82125242526273,0,0,0,0,0,0,0.0510179851815451,0,0,0,2.30254298626353,0.730506381636397,0.223041679018386,0.236777671847683,5.40975338461186,0.479488237116456,0.652527417406282,0,0,0.783919673199877,0,3.38256396218451,0,0.981528837921688,1.94986549351412,2.63491904474719,0,0,0,0,0,0,0.619996462434423,0,0,0.749727766202514,0,0,0,3.13661582708598,0,0.988023598782992,2.73798938224715,1.28745989513043,0,0.664760254282317,1.26244932505784,6,2.5e-09,0
2.13747915892131,0.140231782587325,0,0,0,0,0.400878512112535,0,1.26155624320328,0,0,0,0,0.785313439589753,0,0,0,1.62006814927063,2.379273828476,0.69383670815119,0,0,0.477341857191317,0.439870516702125,0,2.89773411334504,0,4.34955007021758,0.679987714808903,0.262072314866186,0,0,3.75748531783965,0,0,0,0,0,2.47076094458227,0.83005115423942,0,0.271239537826138,2.87605752592981,0,0,0,2.46933050470199,2.84318933289793,0,0,0.189868605535575,0.814199425708639,5.0484261972887,0,0,0,0,0,0,0,0,0,0,1.72879838938662,0.854825461987233,0,0,4.02290673079081,1.0904833896808,0,0,0,0.80810490612434,0,1.65511481810093,0,2.14034106610364,1.20940290880132,2.35114449979652,0,0,0,0,0,0,0,0,0,1.80097783451472,0,0,0,1.24002941832503,0,2.11654285158892,1.56514053686177,1.1441341998042,0,0,1.6020175677158,7,2.5e-09,0
1.26038256455597,0,0,0,0,0,0,0,1.89009397141701,0.613571234266348,0,0,0,1.28558304099319,0,0,0,0.978401160076551,0.335130554308856,0,0.274250473583398,0,0,0.583801660527689,0,1.98974825236635,0.707377585810218,1.47454206155082,0,0,0,0,3.28590657897222,0,0,0,0,0,0.593315298744873,0,0,0,2.99811338598158,0,0,0,2.53987505215041,1.74547647650227,0,0,1.38294153683048,0,3.93650265860797,0,0,0,0.253925936256541,0,0.712590319205073,0,0,0,0,0,0.608681304316874,0.657871408392416,0,2.45738809215409,0,0,0,0,1.04486067420323,0,0,0,2.42368376938578,1.74160482861609,2.6416102686379,0,0,0,0,0,0,0,0,0,0,0,0,0.109052620405612,0,0,1.05415077986974,0,0,0,0,0.382478567228308,8,2.5e-09,0
0,0,0,0,0,0.415621368489004,1.78164595545544,0,2.073487817252,2.38774852356288,0,2.47330441635193,0,3.21095444152015,0,0,0,2.34132527682177,0,0,1.53634376080812,0,0,0.937867390432015,0,3.69687338952225,0.524514042937642,0.92412368636345,1.6545896763118,0,0,0,2.32715711479747,0,0.957252896375329,0,0,0.359863523244083,0.474667265103496,1.6520126379126,0,0,4.66056630967544,0,0,0,2.51168449511699,0.178810033759117,0,0.515443709617366,2.35062967667506,0,3.7376921450369,0,2.0838365192851,0,4.19755431706547,0,0,0,0,0.615048152109886,0,0,2.55093206703999,2.65574401695175,0,2.01638447943324,0.598825892332552,1.31205709847267,0,0,0.714826030458392,0,0,0.919857158086712,4.38515641203075,6.35351833940504,2.98792821227144,0,1.16023170940718,3.59098909086221,0,0,0,0,0,0,0.0823987738993193,0,0,0.830064384221864,0,0,0.430308522781435,0,2.09920066492889,0,0,0.0700329582580146,9,2.5e-09,0
0,3.89250112518347,1.64981334629478,0,0,2.96555432102937,5.11365839410666,0,3.65719807315386,6.86835235545984,0,3.45618668879576,0,4.10396352405574,2.21150492186586,0,2.42482616228405,3.07237587608783,0,0,2.62259595232949,1.83749800113079,0,4.29742758047225,0,3.07204400291731,3.34077668038198,5.39276175323516,2.85455207422031,0.77752707911674,0,2.96307385772401,3.30839472376547,0,0,0.757798062208873,3.91209015454556,2.59305954657605,1.69038295807788,1.8320605000667,0.585994564323619,0,4.68840037381783,2.31207262288804,0.689001810612197,0,4.6400554943031,0,3.01586284638991,1.97265036154066,4.92292135747339,0,2.92387362057088,0,3.99246090921671,0,2.65541662821746,0.71830023402409,0.909811199221561,2.29156526607195,0,2.60309185862436,0.59110135559925,0.769583369336422,2.49220706766206,3.2720862843708,0,3.5984884615339,2.97681391339952,4.06225832468615,3.73178523425062,0,2.76195524219025,0,1.6904705512965,2.63830109438572,7.58352194331972,7.75612110242293,3.70542256514482,0,3.68580842202916,5.96037364800155,0,0,0,1.98352235888397,0.147565505749392,0,3.0217965831372,0,0.955806760543598,0,2.011740265512,1.20248569270941,0.0353772863416637,0,3.83795911218159,0,2.41169338940027,0.934017074934411,10,2.5e-09,1.77920470998297
