"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
3.65690090079453,-0.612183938787934,-1.46716456398011,1.9006254970037,2.40507024054,1.81761771856462,-2.03924968510501,3.81047269067832,-1.53543616519651,-6.68569884667024,2.2851978896499,-0.217879582400045,2.3052235937439,0.364103080462679,0.153939090986147,0.348405224048979,0.384857201238674,0.736897977052545,5.08138161350956,4.17355986517624,0.578944923987057,1.71776589555836,2.32697487748827,-1.3472184840611,4.59663407967105,-0.604342214695036,-2.87178576088268,-3.96045321196527,0.625601877721492,3.39718591041175,1.72717133066709,-1.62338544727654,0.217367001721895,2.64498092515471,4.45421272056219,0.716695971490001,-2.56365982677478,0.5917825006726,0.0935932021912045,-0.306001889170477,0.879152671005558,1.61115647577314,0.194762212021761,-1.23762479956787,1.54558679437801,-0.129975723907325,-0.203100479526042,3.49656199180017,0.779705518419922,-0.840295258480405,-3.11815930838534,3.60130858449062,-0.255593700258999,1.86460380997239,-1.83055535431917,0.134074382384949,1.46857682721735,-0.864285217718129,-1.0551901617645,-2.80383393857799,5.12231655185983,-1.39012816623455,1.71241965845329,2.66080742042275,-1.05467114647452,0.775503039214348,3.60401609800271,0.137409846271002,-1.69203423506409,-3.19775556319801,-0.415678156250688,5.02953287775386,-3.96491658078144,4.42198158411876,1.30547158337821,-3.39462134632988,-2.91624269892727,-1.72535761310155,-1.28939882321091,4.31494835243074,-3.43186796591017,-2.89446998964718,0.403958009218345,4.92046562885397,2.17401765485019,-0.972269082223152,3.23303138309042,2.05180353354668,-1.34219279469596,1.38555487358119,0.236744322443707,2.58475162960211,-1.20796003715789,1.24179969597273,3.58318112242993,2.87669510655758,-1.22601646085007,5.40278343090547,2.54010264902936,0.679339689594441
2.00222287785597,0.574507302684967,-2.13027603201716,-3.10155192660379,2.82653516316108,2.14117634159549,-1.9718779047728,2.15205944546778,-3.47452706893915,-9.64354194094419,1.68748442751947,-0.251437126907202,1.09697152238628,0.159136755740665,-0.253889812991142,-4.02460611659165,0.651145660063493,-0.939468016821525,5.01289343366392,3.74827575374685,0.0785940130478977,-0.408054591872158,2.0764505266582,-3.26882045285735,0.982817790350044,-2.96865388591322,-2.49861660264941,-5.53444775154552,1.57785433768284,2.55837357448478,0.520978761307706,-2.156261417714,-3.18357964528052,-1.93426780667128,2.03634959087862,-2.36492180547953,-2.80243856484115,-0.282403695025387,-1.78650671442191,-2.51799238478228,-1.34202160842876,-0.942339848544314,-0.357186390668591,-0.970235649606586,0.545749629572844,-2.52420894344613,1.48687864058779,1.31884315465284,0.181812999935463,-1.92002801038805,-0.206875833764123,1.42097615254124,-2.49697970820231,-1.23410949693636,-1.77251592741845,-2.51655537513115,-1.20108234748596,-2.72123383207709,-2.81338987512958,-3.48912238975619,0.250863411218113,-2.75688402830091,0.116701164005434,1.42180412774924,-1.87978484296036,-2.32962448190909,0.40627134133052,1.74628557512944,-3.36426853857385,-4.39404758284974,1.13915046859272,4.81703279756812,-4.36551795146639,2.50300917320096,0.877314313512763,-2.45161966863734,-0.849703922750885,-0.402806238953021,-1.2944761353912,2.72145922978847,-4.90265664156847,-5.43791619876367,-1.65716514847046,3.28599340561666,-1.4061536716468,-2.65847769326959,1.13098804953542,-0.742526624933909,-2.06625253153559,-2.43505784404735,-1.15763076802823,0.292594494843378,-2.70815258917081,1.38994264163101,-0.614989461135838,1.36796774878201,-0.200134723736435,3.35094634971488,1.17645953599818,1.36747379505066
2.6072564861626,-1.56486770089552,-5.61912505938103,-7.18582160705881,0.862997238724631,-0.0988200860641637,-2.08215696360088,-0.467715212202565,-5.15073732999783,-10.8341275735999,-1.71317318178759,-4.36592790715013,-1.76059334472668,0.1324465426024,-1.21847256222573,-8.8663793877862,-2.37048206274945,-1.86965204968081,4.07597323162971,-0.0695118629417717,-5.10187736717753,-2.59726596907335,2.27440316651567,-6.19194410351781,-3.54971681423463,-6.7488255020787,-4.85606877155056,-6.13570680662219,-0.77815090737313,0.917752617621099,-3.39500452562179,-6.78984912852205,-4.81840608498373,-4.0985351296119,-3.0543147895889,-6.02379877843893,-2.8669778623304,-2.30632722608055,-1.43418371970241,-5.57507650455124,-3.51552913413276,-2.32356570041642,-4.14346332277598,-3.36817259696109,-5.01347141247563,-4.29264952723404,0.747247048016851,-0.615509306246389,-0.508235593386877,-5.91603143347903,-1.25157517326964,-1.26880920269119,-5.03451250999985,-5.54427498643839,-2.20163930139833,-5.13270427723482,-1.50720932430871,-6.98744995955689,-4.95338654220494,-5.20102672642357,-3.99787164140439,-3.36606652184926,-1.80500967070779,-2.45138220420444,-2.13306372224349,-4.72350531472863,-2.40487549687287,-0.0504898944612489,-6.37157425534894,-2.92345334603197,-2.2063077702153,-0.0761491479579792,-6.02767934312659,-1.02780937312196,-1.06685882309581,-3.83523067576924,-1.76374492746053,-0.405755802380005,-2.13652357368686,0.314599129869716,-5.09334193014126,-7.4010875550081,-4.06983607771959,-0.351515436682716,-4.1080580108164,-3.49258569250206,-2.37460708732974,-5.96737938776301,-0.807623765420072,-5.42027262580837,1.08785574599007,1.42096066051921,-2.50744789117874,-1.64963428718979,-0.507746001153874,-0.999944715766004,-4.00584560751215,1.85193172345596,-3.45424088782313,1.94237919421395
2.21443281705419,-3.53037339100186,-7.43839138140679,-8.90397555538204,-2.40084527698925,-1.59541899076029,-4.5998133122542,-1.45446880958898,-3.09027509372832,-11.5680765441352,-4.51175846560372,-5.18872142639841,-3.15571518727796,-0.841423739025771,-2.20982533028336,-9.73623093811711,-4.27923306061108,-0.907618669105226,3.27157463863576,-2.26139595314653,-7.13331524713643,-3.25018088895508,1.85772877751024,-4.38918569124757,-3.17123811713573,-4.58957038380789,-5.52611870844726,-6.43998305130937,-2.16781188738288,0.0690721860099259,-5.58439030616771,-9.38320567919119,-2.20134789125082,-4.60929916636952,-3.36145935424201,-7.71517298142574,-2.22598733595348,-1.05838843772366,0.551419927974088,-6.53468183028025,-5.10088462235395,-4.8452996405491,-4.94123797663384,-4.66193849779934,-4.95976726782616,-3.72153690560357,0.323034983600078,-0.487140216347694,-0.0935825428781705,-7.35082772662602,-2.22633378759622,-1.99612636513953,-4.4237588157156,-8.58138814318832,-1.18794528184351,-6.18789772865406,-1.83480864253757,-8.19630935945743,-3.98086540330617,-4.22078947226512,-4.53940742259339,-2.37284271115199,-2.44662078778988,-6.10557627071161,-3.50086702533036,-5.20830233718219,-5.63112249907915,0.90399652881543,-6.99725854735668,-2.32077490525955,-3.86157164889225,-1.4648123098481,-8.20055834403049,-1.97913839840363,-2.18176930020601,-3.54150699367535,-3.96354857676696,-1.95957727147219,-2.63463942802205,0.43327846479591,-4.97477374955789,-8.39399659260326,-5.09617338078521,-1.51326458337936,-3.10338709287634,-4.82323429359969,-3.56496125253329,-8.22817597506488,-0.906846786642038,-5.75896860110851,0.6158006026644,2.81124607999917,-1.16811590990833,-3.09496244311647,-0.336432781715377,-2.43803616025835,-7.29647736481181,1.88851818824759,-6.20732816204839,-0.15922389546397
4.98778415988904,1.36005945478351,-3.04559394557922,-6.46228695183727,0.248808001023761,1.07852115286333,-3.64047479845171,1.17218605966297,1.42866057863421,-9.73286609553982,-1.51488967720064,-1.37598282199111,-0.120948791342908,2.90943182283708,2.7350905530391,-6.8475207417729,-0.913250598745179,2.72231839257624,7.71251578216865,1.10217457710263,-4.19633381141805,-0.525907067940185,6.95651331656525,-1.2011673716495,1.86984139959048,1.25214319859579,-4.64249903269794,0.739195840309822,0.215049878821667,3.92293574353769,-1.33436553106746,-6.67919010194659,3.16043505821683,-2.16315579131583,2.10748132137075,-4.19106832255591,2.15432436331741,2.45224701956869,5.90004972828531,-2.62949352537319,-1.93896327004759,-1.33853952075426,0.872162325100611,-4.84489615395447,-2.88674600804081,-1.29391177410854,3.23031798568826,0.681890408868583,2.01393568747256,-5.44431791496066,3.06823894366109,1.57901202138062,1.05715535474148,-5.72587068894329,2.30070773631944,-3.93197925671892,0.452902144166821,-5.71369315891013,-1.72613402718328,-1.24111513469709,-1.20192657123267,0.923396456051456,-0.0245214166968424,-2.95578846249978,-0.28646055808948,-1.21054540361778,-0.60264966247632,5.65928991755555,-3.4635987947139,1.59821964551851,-2.59747811642941,0.910709146682567,-3.18599873223548,2.59923793013416,3.33246005725577,-0.235518733822033,-3.27430642381053,1.04522587872524,-0.182694254278815,2.50195653776933,-1.36217063199754,-7.04911224447103,-2.71842609973894,1.21839767908666,1.31018643681765,-1.82828926200084,1.00491736521482,-5.21959260146593,0.866768497892807,-2.14544310874628,1.95989115091927,5.33558652985432,4.16130606669431,1.31871168018867,1.29735962535043,1.22851256077359,-3.55408031338569,4.55759854636954,-3.05758242420482,1.84029564896123
3.67116890168555,1.31758167763217,-2.36145641546957,-4.68479017966079,-2.39633902684297,0.199880483812088,-1.73838142081096,-1.23516047735367,1.57566476733341,-7.56585177951676,-0.959221290482244,-1.53160921393926,-1.65009333721808,2.30295505506284,2.61896136517641,-6.77923996788291,2.33767776187726,1.91916108937991,10.1405241662477,1.00120953716344,-4.78234885597405,-1.11109511733222,8.6495206369608,-2.68549434937697,-0.102492161288012,2.26424595772914,-0.708239940915625,3.08231263639907,-0.200220319870073,2.53263473796466,1.00968244045761,-7.67638248533346,3.96008759452693,-2.52457181789215,1.36024272796243,-3.82335847576322,1.52072036681708,3.934302123747,5.6337304766131,-0.766948823119236,0.684116211263287,1.6066021832589,2.81070252971736,-5.46732685321745,-2.06207744763998,-2.25183764602495,5.46940067179829,0.577624078130352,5.34724486973826,-4.79384039077755,4.76183931348814,0.0352649416176902,2.35524865578718,-1.87260681506743,2.17551466900077,-2.69835223476396,0.846924064550532,-7.11244756930758,0.176752425103075,-2.52417535334466,-4.00263508366709,0.513811924585063,-1.33772152996702,-2.29427436865049,2.48861704917263,-2.84683266456746,-1.38482578698035,7.67028174409015,-0.788850468885709,1.29343131705472,-1.22436380671378,1.03356929049026,-3.21197928789431,0.978274223983512,4.35991395738624,-1.10395641472519,-2.14714767584329,4.45854145080479,-1.04258227221923,0.78190005384042,-0.346710994961999,-8.14035930297115,-1.30434023699711,-0.322942145944591,1.86194774021514,0.148067732156033,1.31073412390387,-4.9741400441012,1.08860393681289,-2.40748288220759,5.43169848784278,5.42511842173984,4.20201058112025,-0.323962689587034,0.708914744260355,3.44135474044784,-1.5284491641011,2.02021647852947,-2.74796928532102,3.76036689529093
1.88638154186585,-2.04302096480364,-5.36865496090363,-6.05630247017341,-4.28957015112729,-2.41943229886153,-2.94686674939957,-4.36157673903106,0.134248931138668,-4.72438197794582,-1.93866680562382,-2.03109653197298,-3.37292708810644,1.49862279919615,1.33506358115713,-10.3322194105932,-1.00517937994027,0.576619230538615,6.40861474892861,-0.933485857192338,-5.69004617853956,-2.85155555497075,7.90107190655031,-7.06104644842477,-2.48515084757694,1.68517449654107,0.809745692827963,2.09522640432314,-2.73388422258378,-1.08444825593063,-1.22410701310558,-12.0013949914233,2.26953973670654,-4.85292559725997,-3.09317801344255,-7.08252391259898,1.69568001879722,2.93542019282115,2.34391969165225,-4.76415621733724,-0.476831739676491,1.84589125272527,1.098936581676,-9.24399853595272,-6.07623016662285,-6.12501555043362,4.96871527558171,-2.06215607251669,0.501171725553686,-5.17887789118771,1.89465775734861,-3.35410623921164,1.1531643127644,-3.94154013570619,-0.161480769714341,-4.39352209967416,-3.04033452743997,-9.66849325207529,0.723010260032243,-4.42990746814323,-10.1120753836844,-1.66181691169038,-6.8787649540133,-4.46179375160974,4.01530209223719,-4.85696963211023,-3.23680630268014,6.47549348229488,-0.512120996833676,-0.528702621337267,-2.99617631461083,-2.87284962546528,-4.81979368732105,-2.26098333271444,2.16360400054375,-4.512748113002,-3.37728344457972,3.42402257504042,-1.35114541725594,-1.19678165664462,-2.41250415514362,-9.95332750953378,-3.89208519280026,-4.04711553615089,3.31066590308662,-1.6969047878702,-0.408977207312969,-8.67745787632879,-2.65923919412745,-6.50417846941087,5.89298777104817,2.2346779081033,1.9612584413159,-3.85110422760492,-3.25065653694948,2.20132564144603,-3.47653444896476,0.345562893966594,-5.62470588284284,3.55620691990795
0.50862493174535,-3.34194600695851,-4.17195737373665,-5.71617881189895,-5.15711156666163,-2.55769210966077,-1.98688402511465,-4.21939242846861,1.35568325082798,1.03949473296499,-1.08511756836437,-2.83231250614973,-5.75920112849455,2.91109403015917,-0.738500931956215,-12.9850263794066,-1.35467208479194,0.164598048771543,3.34270791261691,-1.10642275054444,-2.48964566905445,-3.82836752436659,6.20744756929864,-6.95913050291727,-4.13327956783784,5.1078258456907,-2.56539363587335,1.63707775744466,-1.21461529496723,-2.2294449553777,-2.85536948617328,-11.8722287176384,1.69063001699715,-4.56138197630846,-3.21727907827329,-5.62667472292129,-0.590462817027978,1.83258073973874,1.21819545048269,-4.09245254303706,-1.1398895315071,3.16271154667127,3.66130808255702,-8.68713223184749,-8.06030358371915,-5.8030163488082,3.13747055527242,0.40058014022569,-1.9445788483304,-5.10446573244075,2.43303307985495,-4.13927688604763,2.72834755399329,-5.382928440935,1.2352632611215,-5.07000039680602,0.415152953113047,-8.88256759884628,0.27703028625587,-2.57328560364301,-11.3683807623836,-0.764086268663897,-7.74955160949723,-3.28869406854347,5.2806400571428,-2.17670675015291,-3.38067841860712,4.40008082519837,0.413849921754993,2.64585521421827,-2.68613522272921,-3.15134565833884,-4.82146290880743,-1.88743509499103,-1.06819080906834,-4.79083175710001,-3.21159361067149,4.64397545385964,0.509421677866282,0.352057031830034,-3.89397563690037,-5.66157187883599,-5.0837900203863,-2.73879870561605,5.75014853090753,-3.24545444308367,1.08898862429615,-8.01217038565208,-0.69836105200981,-7.33906103907812,7.76474128017087,2.80720555131045,0.894621712910512,-6.10874522111961,-3.29819287537082,3.00214545054792,-3.31599262155059,0.657205740142276,-7.00660121804363,3.84254696365443
-0.90116271238759,1.90600233419411,-2.1733035319325,-4.20158680146549,-3.81583713014956,1.43081542085117,0.0182303218757021,-2.28174068398848,5.73840628145918,3.75896139742274,0.845192250415936,0.856984997943782,-3.59581672628994,5.73150083809545,1.21963316059954,-8.77993843563211,2.39885289726051,1.68475872488041,4.13007353212656,-0.0228224611196115,0.9904172453773,-1.90391612501219,7.06687143413061,-3.90416183496909,-4.88234766478252,6.02116010662341,-1.48221353466012,4.18616096688153,2.88345696574021,2.42513854018412,-1.99660276800826,-7.7952161755725,4.85522819808557,-2.26502362378363,-0.308517786903098,-3.66931076617713,3.922516015,2.17325631838455,1.78667484961024,-2.85253232172933,-2.51121217537214,3.33281565330802,6.23868588221372,-6.15419774346453,-6.52686178398732,-7.16629955114036,5.62083220007496,2.821586355555,1.53620886905552,-6.37650428121126,4.71523468842109,-3.23024618737812,4.59509695119396,-5.07733458858743,3.29694748829298,-6.53633700323269,2.99596270148825,-7.26798573211865,0.356788220362736,-0.700545347175359,-7.83736811750722,-2.16092247638432,-4.52126430200242,-0.840424352447483,3.12631511551282,0.695704697641256,-3.33089116564713,4.64740793141159,1.75741354268463,2.23972298886478,1.05622531465402,-0.75959766387013,-0.334596176571763,-2.50887296914878,-0.331452286357257,-3.69644790173515,-0.4271920231333,5.12392055367205,1.889015112026,3.50869793912584,-1.96166472697973,-1.37401255041871,-3.97500232321689,-3.93270030563072,4.67785434408108,-3.81519950363152,3.92526902393825,-4.23489962600404,1.68416613203159,-4.72567743688271,6.01842990954935,1.45822841726757,1.09366959121568,-5.07551209486918,-2.09158420513361,4.59208532430552,0.050502860231493,0.131340319188505,-2.86816049918158,3.98106938257525
-3.37502603246375,4.6850907907448,-1.95787115545588,-6.06456154393251,-2.61988529610787,3.32928574114838,-0.436257648193536,-3.49939730434598,5.92894399008926,6.66349864223428,0.339748451126281,-0.484739995391317,-1.0499062600942,3.45731584036304,1.35266586163281,-6.57268854632181,2.62256796567877,-0.285612075949802,3.89884681495869,1.21045701597109,0.120960456415999,-2.17808746129092,4.29306857434959,-2.08782189393934,-4.59764273185413,2.60255569672537,-1.92197580624475,5.19716298134828,2.37521085342821,-2.07496274570985,1.19868677179872,-4.81961905885887,4.9400778492426,-0.457344489424848,-0.641273879811012,-3.38995032306734,4.98663206644147,0.792131251540528,2.05299549196107,-2.86733278428302,-2.37752523312052,5.0506684955108,6.29897281627886,-5.44621211849715,-4.07782533580149,-5.64909595253914,4.44618257363842,-0.602648972461147,0.790223174667938,-8.75477148874895,7.26592856489012,-4.59807352292704,4.71012467459534,-5.01468149957007,2.63334612155329,-7.40725821442676,2.27699439792425,-6.58372692713865,-0.227326639998145,0.599251737259452,-6.1392721364357,-0.0879201130162333,-4.07867397938152,-1.1857230479251,4.38189800483861,0.96903924279417,-4.14558249255616,5.9748092799209,0.577232832079369,2.0785842874238,0.462541366604118,-1.33784135933278,3.66074415396752,-3.07180153153835,1.56556803880599,-1.17793620284318,0.593543571793905,2.88426408319547,1.04616498273292,1.21085362599002,-0.174359738057236,0.925861057058897,-3.193718467582,-6.99981934902844,0.545434138623908,-2.84261053518716,2.47236692767586,-3.67266956543986,3.04379973663861,-0.316813701514846,4.87333926371657,0.524264625684043,-1.18239510496024,-4.72323646430324,-0.825584568448251,2.71366909873301,0.239876651691879,-2.16876644104436,-1.63725512375993,5.28435143149543
-5.16284687137509,3.106313,-3.00354128814351,-5.34919235997136,-3.82327638498656,2.01541923178651,0.369827772772356,-3.72367309775665,2.96208741985755,3.106313,-2.15346339199196,-1.76389096586449,-2.73611711856049,0.228484902521899,-0.777046316991341,-7.087165872218,1.57824697778035,0.849613986507573,1.13715995037055,0.554120713372189,-1.26934533109541,-4.41401770847259,0.38444957514591,0.72851248784956,-5.41394630620906,-0.734754792237187,-2.30995168420672,3.106313,0.355822613058397,-7.89528690673431,0.532634769204901,-9.26402669516612,3.106313,0.241482873735706,-4.02617390594117,-4.20295215836327,3.106313,-1.13698352727908,-0.224083328925045,-1.35128150117665,-4.85490034699474,3.106313,2.30490692447587,-6.39860967459212,-3.06094237953738,-7.78758476697228,2.70487112069288,-2.23716011221838,-1.90964117486702,-6.45758578374747,3.106313,-4.99799106592333,3.106313,-4.57416494372901,1.65352070568042,-5.09358253340706,0.796538577897187,-5.38871845317139,-0.154965245636169,-0.585429020446775,-8.0417954294204,-2.35250777635905,-6.56783942306815,-4.29317587132923,1.77218588732294,-0.453638989322922,-6.1038466411264,3.106313,1.91231150280598,0.0954733616119716,-4.06260995264824,-6.12372577932498,2.78498796482613,-5.3826015725897,0.129584327733763,-1.77227772189202,0.236050070270833,-0.073873322118994,-1.25844847265412,0.0438364218305494,0.93915969262506,1.45128044017716,-5.38875803711921,-10.0378632947608,-3.09270609710367,-3.16518530349479,-1.95332532602328,-3.76712857456651,1.9361883446715,-0.815602864303199,3.106313,-0.0426900712864269,-2.8119997157946,-4.43943596791825,1.0165323228008,0.219364737703986,-0.608399099756501,-3.80135766458424,-3.79018800669855,3.106313
-4.78161815398854,2.5e-09,-1.57952011701656,-5.0758716098821,-4.63265830942456,2.5e-09,2.5e-09,-6.11227714928973,2.5e-09,2.5e-09,-0.779394598599871,-0.799565226386034,-0.606411771818571,-2.16124480764811,-1.32956776123044,-4.59358430526661,-4.13196179775196,2.5e-09,-1.02910808359971,-2.65475203449827,2.5e-09,-2.69283380906635,-2.60604187293687,2.5e-09,-1.84853203506517,2.5e-09,-1.95154209693502,2.5e-09,-0.278709369847493,-8.37516183922958,-1.67125505315289,-7.07338751919318,2.5e-09,-1.06598152278697,-2.40842467390379,-4.51350875445159,2.5e-09,-2.53411202906519,-2.82667386139275,2.5e-09,-4.54719239192078,2.5e-09,2.5e-09,-4.13061743961548,-2.29167626403912,-5.76586420120957,2.5e-09,-2.41568135235954,-4.38531879872047,-4.03983501270636,2.5e-09,-2.60574278104533,2.5e-09,-4.71554444584501,2.5e-09,-1.98146383326814,2.5e-09,-3.29021051281837,2.5e-09,2.5e-09,-7.85212585017224,-4.27878908431625,-6.27726814942509,-4.14935367564645,-0.190244841064995,2.5e-09,-7.16180955857316,2.5e-09,2.5e-09,-2.53394296183345,-3.07502087638307,-6.75259747512795,2.5e-09,-4.22945705307744,-0.729087052761938,-2.25879246371106,-0.21443285612158,-2.25083630733465,-3.17605981649704,2.5e-09,-0.365115674258379,2.5e-09,-5.68551818555846,-10.1326950221074,-1.79119146699524,-2.11386826467996,-2.42620609487776,-1.85123694207863,2.5e-09,-0.230534711479004,2.5e-09,2.5e-09,-3.76052286729563,-2.2700516760727,-0.746021082358909,-2.09631035069558,2.5e-09,-2.31387238042516,-2.81180398701342,2.5e-09
-3.07325018197082,2.5e-09,2.5e-09,-4.39775199463433,-3.88294349785324,-0.28023184664183,2.5e-09,-3.83499497446821,2.5e-09,2.5e-09,2.5e-09,2.5e-09,2.5e-09,-2.16371313249417,2.5e-09,-1.18201021443815,-2.17763836284052,2.5e-09,2.5e-09,-3.36973857831733,2.5e-09,2.5e-09,-5.05305320741262,2.5e-09,-0.380465127876884,2.5e-09,2.5e-09,2.5e-09,2.5e-09,-6.41180649598281,-0.773369319036393,-1.22856580999489,2.5e-09,2.5e-09,2.5e-09,-1.93805440444212,2.5e-09,-1.78892634841698,-1.89161884894124,2.5e-09,-2.24475914661932,-0.184556112616552,2.5e-09,-2.06978811278196,-0.889356876215621,-2.30752399013587,2.5e-09,-1.41746735290594,-3.04722056395248,-2.42772792846259,2.5e-09,-0.710700313889146,2.5e-09,-0.491979616430931,-0.573791135429478,2.5e-09,2.5e-09,2.5e-09,-2.59731361484527,2.5e-09,-6.34470779116627,-4.82827527873809,-4.80010521925285,2.5e-09,-1.19396321219923,2.5e-09,-5.87513207837599,2.5e-09,2.5e-09,-4.61687974871428,2.5e-09,-4.78727437611512,2.5e-09,-1.7927699643369,2.5e-09,-0.305313945997441,-0.315512256164492,2.5e-09,-3.88510390664605,2.5e-09,2.5e-09,2.5e-09,-4.17076295675288,-8.3470256372956,2.5e-09,2.5e-09,-1.91403515915695,-0.00737052095289424,2.5e-09,2.5e-09,-0.123887757332699,2.5e-09,-3.02212208790319,2.5e-09,-2.25042601483473,-1.22923854457629,2.5e-09,-0.704965688658991,2.5e-09,2.5e-09
-2.7426172101021,2.5e-09,2.5e-09,-4.32451100703368,-3.2637782184603,-1.88663575623297,2.5e-09,-3.07073662177935,2.5e-09,2.5e-09,2.5e-09,2.5e-09,2.5e-09,-3.74786534070314,2.5e-09,2.5e-09,2.5e-09,2.5e-09,-0.650229159646077,-6.88172074232839,2.5e-09,2.5e-09,-5.31953391761162,2.5e-09,-2.38566285766877,-1.1295876254924,2.5e-09,-0.461580487078417,-2.65196606384418,-4.1036106145801,-1.47487567371594,2.5e-09,2.5e-09,2.5e-09,-1.40737965321635,-0.921556488828975,2.5e-09,-1.66279228454006,-3.79340204121103,2.5e-09,-2.0829815292523,-2.23193732025257,2.5e-09,2.5e-09,2.5e-09,-2.56234191558349,2.5e-09,-2.84362260666304,-3.02744425141438,-1.35954922009193,2.5e-09,2.5e-09,-0.171227869480501,2.5e-09,-5.28106243142846,2.5e-09,2.5e-09,2.5e-09,-2.8418640408091,2.5e-09,-7.3070592863104,-5.95041825485582,-3.29624077386724,-0.799419326508397,-0.912547024708702,2.5e-09,-5.58016123217201,2.5e-09,2.5e-09,-4.04217552089171,2.5e-09,-2.46117531780404,2.5e-09,-1.59131984309139,2.5e-09,-3.03537912382903,2.5e-09,2.5e-09,-3.10328480282936,2.5e-09,2.5e-09,2.5e-09,-2.00810740160554,-7.68029549641674,-2.50180195119863,-1.28013463862046,-3.29712271329416,2.5e-09,-1.08008973459899,2.5e-09,-1.57888045303261,-0.0947718929438619,-2.34031039043349,-2.24282415273884,-3.69976543732758,-1.86665286707364,2.5e-09,-3.63458167054514,2.5e-09,2.5e-09
-7.71406478355436,2.5e-09,2.5e-09,-3.17620001802652,-0.575014000128442,-1.03676761433619,2.5e-09,-2.76766567780384,-1.85292568692967,2.5e-09,-0.631467339234797,2.5e-09,2.5e-09,-6.59975642597028,2.5e-09,2.5e-09,2.5e-09,-1.82000474596677,-4.33427317660747,-6.62263224903163,2.5e-09,2.5e-09,-6.2920839141961,2.5e-09,-2.91361796141353,-3.44874321538422,2.5e-09,-2.9258050633346,-3.59556367276953,-5.53603721194034,-2.39958795272816,2.5e-09,2.5e-09,2.5e-09,-2.78713845836081,2.5e-09,2.5e-09,-3.49862661032847,-5.90873277928732,2.5e-09,-2.84073168438399,2.5e-09,2.5e-09,2.5e-09,2.5e-09,-3.82808757595774,-1.11049234174213,-3.84742446126889,-4.20998850473365,2.5e-09,2.5e-09,-1.15605717381624,-3.46007126777019,2.5e-09,-7.91616543253632,-0.104473478194109,2.5e-09,2.5e-09,-1.92432135985349,2.5e-09,-11.2261416453062,-5.20384078914594,-5.35681857602507,-2.64590141851633,-2.71361820401751,2.5e-09,-7.12490581672828,-1.09990948785676,2.5e-09,-3.24966486183204,2.5e-09,-0.991096701037205,2.5e-09,-0.850879775821759,-1.30882785790548,-3.02807373533448,2.5e-09,2.5e-09,-2.32933168410141,2.5e-09,2.5e-09,2.5e-09,2.5e-09,-8.17801599315041,-5.98117073813409,-2.00063381768713,-5.09919702877399,2.5e-09,-1.47062057647921,-1.81484268944203,-1.95707774611364,-2.99286675789338,-3.45177389913106,-3.69878910119079,-4.59044662235434,-4.04668935227874,2.5e-09,-4.4230101834689,2.5e-09,2.5e-09
-8.79515898458031,2.5e-09,-2.95690804115177,-0.82642366262693,-0.789124315358755,-2.24398873149095,2.5e-09,-3.67565522788482,-4.24993366759227,2.5e-09,-3.20414757682578,-0.792783660312034,2.5e-09,-4.57944225656913,-2.92811353088646,2.5e-09,-1.92147140065504,-1.68369078106959,-7.63852555818487,-7.31244387045072,2.5e-09,2.5e-09,-7.31084682132464,2.5e-09,-1.05546296346144,-6.41455611551232,2.5e-09,-1.93330857368995,-3.52397517069527,-4.7236668337598,-4.73926757777996,2.5e-09,-2.52365499211486,2.5e-09,-2.93710320030107,-0.904582329845499,-4.91715072484341,-5.5453586663681,-6.03164209581286,2.5e-09,-5.55354793720096,-2.19284406873477,-1.41368546475898,2.5e-09,2.5e-09,-2.21006071423739,-4.43050259519406,-2.55778147332251,-5.57725961936375,-0.399672787718254,-1.65488762213332,-2.7590907123616,-5.49933437048682,2.5e-09,-3.88640923878711,2.5e-09,2.5e-09,2.5e-09,-2.87473051280322,-0.300556842307678,-7.74105695059692,-4.66793220370152,-2.74270845169082,-3.10305978784803,-3.14799920503426,2.5e-09,-5.15141189611855,-5.43158735823283,2.5e-09,-4.04557457229899,2.5e-09,-1.98979746027823,2.5e-09,-1.1134205770999,-3.767057820169,-3.2776943588427,2.5e-09,-1.07365018506811,-1.38942726812376,-1.35412893737071,2.5e-09,2.5e-09,2.5e-09,-5.8533151709876,-9.42986206718827,-2.01735215991838,-6.61224287528305,2.5e-09,-1.64287131464123,2.5e-09,-2.48120381035629,-5.26087676906996,-5.15521841924778,-4.73977410544847,-3.89267732485812,-4.87515510036729,2.5e-09,-3.52569315904696,2.5e-09,-0.883201920801814
